,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),mean-grad-hist (exit),ema-26 (exit),sma-compare (exit),ema-12 (exit),open (exit),sma-05 (exit),short_kdj (exit),sma-25 (exit),volume (exit),sma-07 (exit),long_jcrosk (exit),high (exit),low (exit),close (exit)
1845,SXP/USDT:USDT,2021-02-20 22:30:00+00:00,first_buy,trailing_stop_loss,3.085,3.085,3.0949232889183618,3.159888237162007,2.814,1,2.8426,6239676.3,0,False,3.0564399999999985,3.0788,3.1669199999999984,-2.06186505,-0.03366891411171854,1,1,3.0361658598539982,1,3.126785404779636,2.8455,2.975179999999999,False,3.148827999999998,7114550.3,3.015514285714286,0,2.8528000000000002,2.5089,2.713
1846,SXP/USDT:USDT,2021-02-22 14:00:00+00:00,first_buy,trailing_stop_loss,2.7198,2.7411,2.7355694697589654,2.799831195654694,2.6228,1,2.6374,1662290.7,1,False,2.704359999999998,2.708585714285713,2.8132959999999976,-5.10537344,-0.08336405924665756,1,1,2.6837433974883553,1,2.7701177737543463,2.6371,2.635199999999998,False,2.7891439999999976,5268587.8,2.6622857142857126,0,2.6529,2.3555,2.3987
1847,EOS/USDT:USDT,2020-01-08 14:45:00+00:00,first_buy,trailing_stop_loss,2.841,2.8609999999999998,2.870960185932489,2.8875185185185184,2.835,0,2.844,63466.9,0,False,2.8628000000000005,2.8645714285714305,2.8887199999999997,-4.0669787,-0.06644614176259746,1,1,2.716319588963226,0,2.719495930107628,2.722,2.718800000000001,False,2.7165599999999968,67835.3,2.717571428571431,0,2.723,2.686,2.688
1848,EOS/USDT:USDT,2020-01-10 10:30:00+00:00,first_buy,trailing_stop_loss,2.688,2.709,2.713501190661191,2.7179036389885445,2.65,1,2.698,114326.2,0,False,2.7128000000000014,2.7160000000000024,2.7155999999999967,18.41889945,0.3005541963096368,0,0,3.3982954241139116,0,3.364213498140981,3.3689999999999998,3.4034000000000035,False,3.3543199999999986,463993.6,3.4090000000000016,0,3.517,3.366,3.517
1849,EOS/USDT:USDT,2020-01-14 17:15:00+00:00,first_buy,trailing_stop_loss,3.507,3.763,3.4487115127117716,3.391012498278686,3.507,0,3.726,1126462.3,0,False,3.4650000000000034,3.4517142857142873,3.3725199999999984,-1.0561436,-0.01725715271852611,0,0,3.4782943569099607,0,3.4095300909987833,3.7279999999999998,3.5168000000000035,False,3.3870799999999988,544781.3,3.4834285714285724,0,3.791,3.593,3.641
1850,EOS/USDT:USDT,2020-01-14 17:45:00+00:00,first_buy,trailing_stop_loss,3.641,3.93,3.5376336866161204,3.4431945287025774,3.641,0,3.864,708679.9,0,False,3.6240000000000037,3.5471428571428585,3.410719999999999,-1.7481278,-0.028546092337414657,0,1,3.7114931437806358,0,3.5538238333068013,4.002,3.889400000000004,False,3.4927599999999988,666902.2,3.812857142857144,0,4.002,3.904,3.95
1851,EOS/USDT:USDT,2020-01-14 18:45:00+00:00,first_buy,trailing_stop_loss,3.948,3.972,3.72387881396823,3.5714665123211122,3.672,1,3.792,1208779.8,1,False,3.919600000000004,3.8521428571428586,3.511239999999999,-1.88285843,-0.03074497307204074,0,1,3.816487661514905,1,3.8050091379741984,3.795,3.807000000000002,False,3.8248399999999965,235481.2,3.8191428571428587,0,3.807,3.731,3.7439999999999998
1852,EOS/USDT:USDT,2020-01-15 04:15:00+00:00,first_buy,trailing_stop_loss,3.738,3.755,3.799181867435689,3.797526979605739,3.644,1,3.7039999999999997,408202.1,0,False,3.7752000000000026,3.800428571428573,3.820719999999996,-0.87272718,-0.014284865273584585,1,1,3.7815554322232248,0,3.771701436432344,3.767,3.767400000000002,False,3.7761999999999984,128740.7,3.791428571428573,0,3.771,3.731,3.739
1853,EOS/USDT:USDT,2020-01-15 15:30:00+00:00,first_buy,trailing_stop_loss,3.735,3.735,3.771008442650421,3.7673531818818,3.653,1,3.713,340157.9,0,False,3.756400000000002,3.7765714285714305,3.7775199999999978,-2.06350705,-0.03363017422236803,1,1,3.7232575430915746,1,3.74048243526578,3.688,3.6878000000000006,False,3.7536399999999976,195551.7,3.710857142857143,1,3.697,3.6189999999999998,3.644
1844,SXP/USDT:USDT,2021-02-20 15:15:00+00:00,first_buy,trailing_stop_loss,3.2117,3.2979,3.3544894066994697,3.3803204133126874,3.2032,1,3.2698,2424082.6,0,False,3.3298399999999972,3.3406857142857134,3.3878839999999983,-4.18463869,-0.06833376620429119,1,1,3.1732207879017538,1,3.2129677345005137,3.156,3.1556999999999986,False,3.1925319999999995,431782.0,3.161685714285714,1,3.157,3.1081,3.1134
1833,SXP/USDT:USDT,2021-01-11 03:15:00+00:00,first_buy,trailing_stop_loss,0.9439000000000001,0.9486,0.9573688184754663,0.9727639503603498,0.905,1,0.9058,1332751.8,1,False,0.9399599999999912,0.9477714285714286,0.9836320000000026,-6.19598524,-0.10097158501355076,1,1,0.9442813079407791,1,0.9653221762595832,0.9055000000000001,0.9253199999999913,False,0.9798720000000025,4803967.5,0.9339285714285716,0,0.9065000000000001,0.8561000000000001,0.8723000000000001
1879,EOS/USDT:USDT,2020-03-07 18:15:00+00:00,first_buy,trailing_stop_loss,3.676,3.676,3.7211039328442577,3.7531746252461358,3.6029999999999998,1,3.65,568367.0,0,False,3.6754000000000104,3.6981428571428374,3.767079999999993,-3.72455139,-0.0606955356235981,1,1,3.5789187747141193,1,3.58695108409591,3.578,3.5760000000000085,False,3.5853599999999903,477441.8,3.5804285714285524,0,3.581,3.488,3.525
1881,EOS/USDT:USDT,2020-03-08 15:45:00+00:00,first_buy,trailing_stop_loss,3.306,3.311,3.3858950733800737,3.4619917648720087,3.05,1,3.178,3336517.7,0,False,3.322400000000009,3.3591428571428383,3.49527999999999,-3.21757303,-0.052406255952169085,1,1,3.3248124489880997,1,3.4206211975926,3.2,3.236600000000009,False,3.4620799999999905,1517715.6,3.2797142857142667,0,3.231,3.146,3.147
