,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,sma-25 (exit),sma-05 (exit),short-small-rl (exit),long_jcrosk (exit),sma-07 (exit),volume (exit),open (exit),short-large-rl (exit),short_kdj (exit),long-bid-rl (exit),close (exit),short-bid-rl (exit),ema-12 (exit),long-large-rl (exit),ema-26 (exit),long-small-rl (exit),high (exit),sma-compare (exit),mean-grad-hist (exit),low (exit)
3971,ATOM/USDT:USDT,2021-05-05 00:15:00+00:00,first_buy,long-exit-profit,20.968,21.352,21.48753323400399,21.685538738908306,20.557,0,21.266,163444.84,0,False,21.309799999999974,21.390999999999767,21.747520000000154,23.08641902,0.37653327090803584,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-05-07 15:30:00+00:00,26.056760000000164,27.36099999999997,go_long,0,26.900714285714066,1133840.43,27.585,go_long,False,go_long,29.478,go_long,26.26892555418134,go_long,26.791874620487636,go_long,29.61,0,0,27.36
3968,ATOM/USDT:USDT,2021-04-07 11:00:00+00:00,first_buy,long-exit-profit,20.066,20.339,20.427953669645724,20.739306446488577,19.679,1,19.908,216930.44,0,False,20.316199999999977,20.304571428571233,20.83280000000003,23.77126297,0.3872737099018954,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-04-15 00:30:00+00:00,25.433240000000048,27.32799999999998,go_long,0,27.029714285714157,328034.42,27.536,go_long,False,go_long,28.559,go_long,25.78931387109581,go_long,26.67235289154296,go_long,28.64,0,0,27.435
3939,ARK/USDT:USDT,2024-11-03 02:45:00+00:00,first_buy,long-exit-profit,0.4627,0.4631,0.46444406244683,0.46493990690784154,0.4514,1,0.4544,2308020.0,0,False,0.46506000000001163,0.46594285714285116,0.4648560000000029,24.37287506,0.3996160587014323,0,go_long,go_short,go_long,go_long,go_long,go_long,2024-11-11 13:00:00+00:00,0.5818480000000026,0.6031800000000109,go_short,0,0.5990285714285661,7606065.0,0.6004,go_long,False,go_long,0.6363,go_long,0.5844730205494862,go_long,0.5968133228807876,go_long,0.6364000000000001,0,0,0.599
3937,ARK/USDT:USDT,2024-10-01 17:30:00+00:00,first_buy,long-exit-profit,0.4234,0.4238,0.436514721720597,0.4471687859974638,0.4083,1,0.42250000000000004,14863949.0,0,False,0.4286800000000118,0.4312857142857088,0.4520640000000035,25.04477593,0.4084991538307565,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-10-16 06:30:00+00:00,0.5467480000000035,0.5594400000000116,go_short,0,0.5554142857142803,30053820.0,0.5614,go_long,False,go_long,0.5827,go_long,0.5465607855023074,go_long,0.55391815664701,go_long,0.5948,0,0,0.5596
3935,ARK/USDT:USDT,2024-08-27 22:00:00+00:00,first_buy,long-exit-profit,0.319,0.319,0.3224421374914855,0.32449524042191197,0.3126,1,0.3163,776658.0,0,False,0.3198000000000097,0.3211999999999909,0.32541600000000415,22.68212005,0.371187263836074,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-09-20 06:15:00+00:00,0.3630800000000036,0.4044600000000115,go_short,0,0.399785714285708,23027108.0,0.433,go_long,False,go_long,0.43510000000000004,go_long,0.37086703767515655,go_long,0.3905718122873073,go_long,0.44110000000000005,0,0,0.4272
3924,ARK/USDT:USDT,2024-03-05 20:00:00+00:00,first_buy,long-exit-profit,0.9390000000000001,0.9420000000000001,0.9587428473874448,0.9803129249367722,0.7663000000000001,1,0.8687,4447333.0,0,False,0.943880000000008,0.957542857142853,0.9875039999999996,22.62024518,0.3713176169520446,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-03-13 02:15:00+00:00,1.174847999999999,1.193620000000008,go_short,0,1.191114285714281,462350.0,1.1949,go_long,False,go_long,1.2119,go_long,1.1740019344862505,go_long,1.1881218338021051,go_long,1.2147000000000001,0,0,1.1944
3921,ARK/USDT:USDT,2024-01-22 15:30:00+00:00,first_buy,long-exit-profit,0.7253000000000001,0.7257,0.7321314990472849,0.7364494035468716,0.7157,1,0.7199,544870.0,0,False,0.7272200000000101,0.7302285714285687,0.7365280000000004,23.40034941,0.3821890010391792,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-01-25 07:15:00+00:00,0.9168280000000008,0.9337800000000108,go_short,0,0.92425714285714,38737033.0,0.9288000000000001,go_long,False,go_long,0.9977,go_long,0.9045883600996892,go_long,0.9250956921547296,go_long,1.0237,0,0,0.9233
3915,ARK/USDT:USDT,2023-11-03 12:00:00+00:00,first_buy,long-exit-profit,1.1939,1.197,1.1425805685774404,1.107343988284817,1.1715,0,1.1811,11529303.0,0,False,1.1595000000000004,1.15164285714286,1.1181560000000004,23.58177058,0.3909985887071897,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-11-04 23:15:00+00:00,1.5231639999999995,1.57588,go_short,0,1.5665000000000038,12351442.0,1.5672000000000001,go_long,False,go_long,1.6491,go_long,1.5269031408868454,go_long,1.558615421647726,go_long,1.659,0,0,1.5646
3914,ARK/USDT:USDT,2023-10-30 11:00:00+00:00,first_buy,long-exit-profit,0.8757,0.8877,0.8115127635704977,0.7816140481882071,0.8513000000000001,1,0.855,18364483.0,1,False,0.8479400000000024,0.8353142857142887,0.7661040000000005,23.5080251,0.3868633647877533,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-11-03 11:45:00+00:00,1.1089320000000005,1.1493800000000003,go_short,0,1.144000000000003,36283973.0,1.151,go_long,False,go_long,1.1942,go_long,1.1014435073476023,go_long,1.1355770355915205,go_long,1.2168,0,0,1.1461999999999999
3913,ARK/USDT:USDT,2023-10-29 07:45:00+00:00,first_buy,long-exit-profit,0.6538,0.6675,0.5754259880673643,0.5606978837172245,0.627,0,0.6274000000000001,33940880.0,0,False,0.5882200000000026,0.5755857142857169,0.5547160000000002,23.80256773,0.3907893416730997,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-10-30 10:45:00+00:00,0.7616560000000004,0.8359200000000024,go_short,0,0.8199571428571456,24935438.0,0.8514,go_long,False,go_long,0.8758,go_long,0.7757431720432637,go_long,0.8036059933105882,go_long,0.8888,0,0,0.845
3912,ARK/USDT:USDT,2023-10-18 08:00:00+00:00,first_buy,long-exit-profit,0.4728,0.4728,0.4739556470896575,0.47738356216679445,0.463,1,0.465,4008763.0,0,False,0.4726000000000024,0.4733857142857163,0.4781319999999997,24.25817753,0.3978321199444076,1,go_long,go_short,go_long,go_long,go_long,go_long,2023-10-29 07:30:00+00:00,0.5505240000000002,0.5716600000000025,go_short,0,0.5640857142857169,67189821.0,0.5684,go_long,False,go_long,0.6537000000000001,go_long,0.5553617144146025,go_long,0.565976167715976,go_long,0.6910000000000001,0,0,0.5651
3908,SUSHI/USDT:USDT,2024-11-11 23:45:00+00:00,first_buy,long-exit-profit,0.8538,0.862,0.8419712763569135,0.8335238677201946,0.8527,0,0.8557,529880.0,0,False,0.8472199999997219,0.8425428571429753,0.83328800000011,23.70833123,0.3898405651483191,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-11-23 18:15:00+00:00,1.0247760000001098,1.108479999999724,go_short,0,1.0830000000001185,12166682.0,1.1684,go_long,False,go_long,1.195,go_long,1.0326342098287153,go_long,1.076304572461034,go_short,1.2381,0,0,1.1271
3907,SUSHI/USDT:USDT,2024-11-03 12:00:00+00:00,first_buy,long-exit-profit,0.6211,0.6231,0.6265215907194029,0.6303049337196911,0.6192000000000001,1,0.6199,210101.0,0,False,0.6247999999997227,0.6260428571429754,0.6305320000001097,22.59016672,0.3714818901152444,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-11-11 23:30:00+00:00,0.83188000000011,0.8418199999997219,go_short,0,0.8402428571429753,776736.0,0.8492000000000001,go_long,False,go_long,0.8535,go_long,0.8317497771378102,go_long,0.8394751447854433,go_short,0.8606,0,0,0.845
3904,SUSHI/USDT:USDT,2024-08-27 22:30:00+00:00,first_buy,long-exit-profit,0.5821000000000001,0.5918,0.6043054475750698,0.6116322834830153,0.5753,1,0.586,1157142.0,0,False,0.5962799999997306,0.6008142857144022,0.6148880000001109,22.64635784,0.3712216806559154,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-09-27 22:45:00+00:00,0.7950800000001101,0.803399999999726,go_short,0,0.8025142857144052,208143.0,0.8041,go_long,False,go_long,0.8086,go_long,0.7941351370643158,go_long,0.8002909363972603,go_short,0.8088000000000001,0,0,0.8031
3899,SUSHI/USDT:USDT,2024-05-01 08:30:00+00:00,first_buy,long-exit-profit,0.9262,0.9278000000000001,0.9415208810919393,0.9500368391164382,0.898,1,0.9044000000000001,1975779.0,0,False,0.9282999999997321,0.9351571428572575,0.9577080000001073,22.56936445,0.37200935900369303,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-05-23 11:30:00+00:00,1.21981600000011,1.2304599999997312,go_short,0,1.2274571428572565,937643.0,1.2313,go_long,False,go_long,1.249,go_long,1.2205445924111347,go_long,1.2265741170824334,go_short,1.2530000000000001,0,0,1.231
3893,SUSHI/USDT:USDT,2024-01-23 09:30:00+00:00,first_buy,long-exit-profit,1.0287,1.0377,1.0496147095865591,1.0645515209003766,1.0013,1,1.0047,1397809.0,0,False,1.0347599999997257,1.0424142857144036,1.0709560000001113,23.59735648,0.3846476102857993,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-02-22 19:00:00+00:00,1.3082400000001075,1.3572799999997271,go_short,0,1.347928571428686,3324329.0,1.3804,go_long,False,go_long,1.4076,go_long,1.318394572304524,go_long,1.3397260509795883,go_short,1.4086,0,0,1.3778000000000001
3889,SUSHI/USDT:USDT,2023-11-14 19:00:00+00:00,first_buy,long-exit-profit,0.9258000000000001,0.9307000000000001,0.9357259237478736,0.9448975759412629,0.8492000000000001,1,0.8991,8510361.0,0,False,0.926039999999729,0.9318714285715385,0.9494200000001105,23.42838841,0.38277461381642225,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-11-23 17:30:00+00:00,1.154444000000109,1.1994399999997292,go_short,0,1.1858857142858235,13057824.0,1.2138,go_long,False,go_long,1.2483,go_long,1.1598242095043803,go_long,1.1783802107609629,go_short,1.2585,0,0,1.2112
3887,SUSHI/USDT:USDT,2023-10-31 17:45:00+00:00,first_buy,long-exit-profit,0.7581,0.7603000000000001,0.746423873905233,0.7330355038036864,0.7513000000000001,0,0.7533000000000001,3990781.0,0,False,0.7515199999997317,0.7494428571429701,0.7370960000001097,31.3837421,0.5138278768527894,0,go_short,go_short,go_long,go_long,go_long,go_long,2023-11-01 18:45:00+00:00,0.8839360000001093,0.988919999999732,go_short,1,0.9643571428572556,84743007.0,1.0198,go_long,False,go_long,1.1427,go_long,0.9018638526792907,go_long,0.9551253310721209,go_short,1.2875,0,0,1.0033
3886,SUSHI/USDT:USDT,2023-10-09 10:00:00+00:00,first_buy,long-exit-profit,0.5633,0.5635,0.5653509098023357,0.5691352099280104,0.5332,1,0.5496,4156208.0,0,False,0.5621999999997309,0.563771428571543,0.5710880000001091,22.7024892,0.3717660246044525,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-10-31 17:30:00+00:00,0.7347800000001097,0.7508399999997317,go_short,0,0.74724285714297,7660558.0,0.75,go_long,False,go_long,0.7584000000000001,go_long,0.7314143441079813,go_long,0.7451736691607299,go_short,0.7635000000000001,0,0,0.7486
3875,SUSHI/USDT:USDT,2023-01-18 16:30:00+00:00,first_buy,long-exit-profit,1.179,1.191,1.2446778422407905,1.2584022764936529,1.121,1,1.15,5586834.0,0,False,1.2229999999997212,1.2461428571429658,1.265960000000106,23.12307459,0.37932861414165914,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-02-02 18:15:00+00:00,1.4368400000001076,1.5307999999997235,go_short,0,1.512285714285823,5543623.0,1.574,go_long,False,go_long,1.595,go_long,1.4547558096009603,go_long,1.4956900801459014,go_short,1.5979999999999999,0,0,1.554
3872,SUSHI/USDT:USDT,2022-11-09 21:30:00+00:00,first_buy,long-exit-profit,1.045,1.047,1.0823502725030796,1.1172685260616726,0.986,1,1.01,4821037.0,0,False,1.066999999999732,1.077142857142963,1.1159600000001062,23.40923423,0.38590508880558383,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-11-29 15:45:00+00:00,1.363000000000103,1.3793999999997337,go_short,0,1.3792857142858208,4932101.0,1.3780000000000001,go_long,False,go_long,1.405,go_long,1.3661199727974978,go_long,1.3737421720941831,go_short,1.42,0,0,1.373
3981,ATOM/USDT:USDT,2021-07-20 01:30:00+00:00,first_buy,long-exit-profit,9.675,9.749,9.947109419780116,10.028617622933933,9.639,1,9.699,81236.19,0,False,9.895399999999839,9.93042857142835,10.048520000000128,22.92166106,0.3735665411431933,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-08-01 10:30:00+00:00,13.065240000000145,13.335399999999854,go_long,0,13.302999999999779,56600.47,13.317,go_long,False,go_long,13.391,go_long,13.10579347941118,go_long,13.217663006227864,go_long,13.397,0,1,13.244
3869,SUSHI/USDT:USDT,2022-10-11 09:15:00+00:00,first_buy,long-exit-profit,1.225,1.226,1.2331528011479878,1.2392549199340044,1.213,1,1.222,2879951.0,0,False,1.2307999999997363,1.2334285714286781,1.2352000000001047,23.23502372,0.37989872190003127,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-10-26 14:15:00+00:00,1.6070400000001053,1.6119999999997332,go_short,0,1.6118571428572495,27150907.0,1.591,go_long,False,go_long,1.693,go_long,1.6070944093142878,go_long,1.61583262165387,go_short,1.6960000000000002,0,0,1.583
3982,ATOM/USDT:USDT,2021-08-01 10:45:00+00:00,first_buy,long-exit-profit,13.391,13.428,13.241714851423577,13.125660629084425,13.367,1,13.374,53191.95,0,False,13.343399999999852,13.331428571428349,13.077560000000146,23.14569624,0.37740875161684456,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-08-19 00:15:00+00:00,17.217880000000154,17.982199999999867,go_long,1,17.70328571428549,995076.58,17.965,go_long,False,go_long,18.633,go_long,17.17182298246269,go_long,17.577389488506494,go_long,19.22,0,0,17.953
3985,ATOM/USDT:USDT,2021-09-07 15:15:00+00:00,first_buy,long-exit-profit,19.145,20.256,22.635251687411614,23.82246579751127,16.738,1,18.498,589825.74,0,False,21.536799999999833,22.390142857142656,24.157680000000173,24.16052335,0.3936110489011318,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-09-09 14:30:00+00:00,24.02620000000014,25.203399999999835,go_long,0,25.165857142856932,669125.1,24.926,go_long,False,go_long,25.793,go_long,24.230820831162358,go_long,24.813179822657833,go_long,26.222,0,0,24.813
4121,NEO/USDT:USDT,2024-04-02 11:30:00+00:00,first_buy,long-exit-profit,14.335,14.396,14.468935372659907,14.636922078008725,14.2,1,14.219,45545.82,0,False,14.38620000000031,14.406714285713417,14.658320000000273,22.80089854,0.37168202637888065,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-04-08 14:00:00+00:00,17.627560000000265,19.41900000000033,go_short,0,19.226571428570562,634579.71,19.486,go_long,False,go_long,19.57,go_long,17.82530954687409,go_long,18.73424670266941,go_long,19.698,0,1,19.445
4118,NEO/USDT:USDT,2024-02-28 17:45:00+00:00,first_buy,long-exit-profit,13.646,13.657,13.846165719105791,13.852028063576425,11.814,1,13.252,744792.41,0,False,13.819600000000268,13.885999999999104,13.917760000000277,25.64673664,0.41851150863849734,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-03-04 12:15:00+00:00,17.676360000000265,18.183000000000252,go_short,0,18.031285714284824,776761.94,18.064,go_long,False,go_long,18.968,go_long,17.645902666497147,go_long,18.024425633438273,go_long,19.195,0,0,17.957
4113,NEO/USDT:USDT,2023-10-27 10:00:00+00:00,first_buy,long-exit-profit,8.987,9.057,8.767202975218561,8.602807989892483,8.903,0,9.026,714389.2,0,False,8.895000000000262,8.84742857142781,8.553440000000327,23.82836511,0.38841416972553106,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-11-05 11:30:00+00:00,11.738160000000326,12.208000000000267,go_short,0,12.131999999999234,1413655.13,12.184,go_long,False,go_long,12.607,go_long,11.809632660079178,go_long,12.040047339243626,go_long,13.129,0,0,12.115
4112,NEO/USDT:USDT,2023-10-19 17:15:00+00:00,first_buy,long-exit-profit,6.558,6.559,6.60744384339446,6.643988617500333,6.509,1,6.529,76312.3,0,False,6.576200000000275,6.589428571427807,6.657320000000329,22.83870305,0.3720990719141304,1,go_long,go_short,go_long,go_long,go_long,go_long,2023-10-27 09:45:00+00:00,8.529760000000326,8.849000000000263,go_short,0,8.787285714284954,1526477.36,8.879,go_long,False,go_long,8.989,go_long,8.568952629083881,go_long,8.720148970712845,go_long,9.074,0,0,8.852
4103,NEO/USDT:USDT,2023-02-02 11:15:00+00:00,first_buy,long-exit-profit,8.795,8.797,8.693338818993915,8.645052977185685,8.755,0,8.78,53000.13,0,False,8.721400000000287,8.699285714284931,8.640080000000232,22.89712954,0.37320509482271874,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-02-20 11:00:00+00:00,11.539160000000244,11.644200000000302,go_short,0,11.592571428570606,833551.89,11.553,go_long,False,go_long,12.108,go_long,11.476258851730407,go_long,11.602199223925425,go_long,12.217,0,0,11.55
4102,NEO/USDT:USDT,2022-12-19 19:00:00+00:00,first_buy,long-exit-profit,6.401,6.417,6.456731050231046,6.5173879101655015,6.303,1,6.333,109351.96,0,False,6.415000000000309,6.421857142856353,6.545520000000242,22.99788811,0.37471446889023424,1,go_long,go_short,go_long,go_long,go_long,go_long,2023-02-02 11:00:00+00:00,8.633880000000232,8.695000000000286,go_short,0,8.678714285713502,109557.28,8.714,go_long,False,go_long,8.795,go_long,8.63425721536054,go_long,8.677582240629173,go_long,8.805,0,0,8.697
4087,NEO/USDT:USDT,2022-02-24 03:00:00+00:00,first_buy,long-exit-profit,20.003,20.073,19.740364514076585,19.792661165187997,19.052,1,19.222,157361.15,1,False,19.812200000000406,19.79042857142803,19.708520000000252,22.91347632,0.3734637350421035,0,go_long,go_short,go_long,go_long,go_long,go_long,2022-03-28 05:45:00+00:00,26.005800000000235,26.19520000000035,go_short,0,26.12999999999933,26387.85,26.208,go_long,False,go_long,26.403,go_long,25.97141203332246,go_long,26.10083449572735,go_long,26.467,0,0,26.186
4074,NEO/USDT:USDT,2021-07-09 00:45:00+00:00,first_buy,long-exit-profit,33.353,33.4,33.55752951461544,33.810253303779405,32.472,1,32.569,47165.79,0,False,33.492600000000024,33.58728571428541,33.937360000000375,24.65833107,0.4022913179624508,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-07-31 08:15:00+00:00,43.82816000000042,44.364400000000124,go_short,0,44.16628571428527,263909.48,44.074,go_long,False,go_long,45.914,go_long,43.49939962992105,go_long,44.104893752939795,go_long,46.082,0,0,44.036
4070,NEO/USDT:USDT,2021-05-23 12:45:00+00:00,first_buy,long-exit-profit,42.149,42.952,43.930905781060765,45.728342896163014,40.214,1,40.389,105002.53,0,False,43.14960000000008,43.64614285714242,45.68096000000035,23.31056356,0.38201727208284103,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-05-25 00:15:00+00:00,52.315360000000354,53.829600000000106,go_short,0,53.14857142857103,96618.34,53.97,go_long,False,go_long,55.86,go_long,52.27800566858392,go_long,53.17146587194293,go_long,56.188,0,0,53.126
4068,NEO/USDT:USDT,2021-05-19 13:30:00+00:00,first_buy,long-exit-profit,41.608,52.933,59.8285745529489,67.70126496717162,36.369,1,44.14,55574.07,0,False,51.61860000000007,56.5238571428567,71.01024000000037,22.6554692,0.3706339513116531,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-05-19 15:30:00+00:00,63.92504000000035,58.009800000000084,go_short,0,56.974999999999554,73947.11,59.485,go_long,False,go_long,59.905,go_long,62.595581557504424,go_long,57.87159395480363,go_long,61.341,0,0,58.78
4064,NEO/USDT:USDT,2021-04-23 02:30:00+00:00,first_buy,long-exit-profit,79.598,81.07,85.42724368399676,88.9880917076531,73.242,1,76.291,191465.73,0,False,82.53879999999975,84.28985714285689,89.17092000000002,22.77637073,0.3722923857102883,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-05-02 00:15:00+00:00,99.0990400000001,103.15899999999974,go_short,0,102.48457142857117,99019.65,102.451,go_long,False,go_long,105.687,go_long,99.79892160112085,go_long,101.46107411135596,go_long,105.75,0,0,101.772
4062,NEO/USDT:USDT,2021-04-16 03:45:00+00:00,first_buy,long-exit-profit,83.981,84.462,81.13710026551668,78.4929704082304,82.946,0,84.178,76661.07,0,False,82.23499999999974,81.95342857142855,77.90855999999994,24.10994658,0.3975021012195578,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-04-18 23:45:00+00:00,99.28395999999995,111.98919999999976,go_short,0,110.59857142857136,293615.43,115.381,go_long,False,go_long,118.838,go_long,101.10289513219747,go_long,106.96952722313367,go_long,121.219,0,0,113.755
4061,NEO/USDT:USDT,2021-04-05 20:30:00+00:00,first_buy,long-exit-profit,58.057,58.425,57.36507035501272,56.77425798854828,57.892,0,58.21,30469.25,0,False,57.60059999999987,57.42971428571424,56.88599999999999,23.63074343,0.3862392535026103,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-04-16 03:30:00+00:00,77.41927999999994,81.55699999999975,go_short,0,81.45842857142854,83415.92,82.066,go_long,False,go_long,84.024,go_long,78.03816804088883,go_long,80.58420940470153,go_long,84.756,0,0,81.813
4060,NEO/USDT:USDT,2021-03-22 21:00:00+00:00,first_buy,long-exit-profit,40.961,41.21,42.1783587104514,42.73112993170255,40.1,1,40.707,109988.06,0,False,41.60479999999986,41.875000000000036,43.07624000000006,23.00699719,0.3765247684289336,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-04-05 20:15:00+00:00,56.78027999999998,57.40799999999988,go_short,0,57.23171428571425,122405.32,57.642,go_long,False,go_long,58.027,go_long,56.65939862763214,go_long,57.21144678319685,go_long,58.742,0,0,57.63
4039,ATOM/USDT:USDT,2024-11-13 04:45:00+00:00,first_buy,long-exit-profit,5.019,5.036,5.084350856217802,5.16723745234065,4.93,1,4.939,673692.63,0,False,5.015599999999739,5.036571428570974,5.210560000000477,23.23914247,0.37869301143874023,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-22 11:45:00+00:00,6.638640000000476,6.74659999999974,go_long,0,6.723285714285265,439035.45,6.776,go_long,False,go_long,6.831,go_long,6.651412930634414,go_long,6.708024512438553,go_long,6.865,0,0,6.769
4024,ATOM/USDT:USDT,2023-10-11 02:45:00+00:00,first_buy,long-exit-profit,6.639,6.639,6.638313873351471,6.660549918417249,6.5,1,6.565,1044596.92,0,False,6.627599999999809,6.634428571428164,6.652400000000447,24.1592207,0.3936110092353619,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-10 00:15:00+00:00,8.73532000000045,9.01279999999976,go_long,0,8.956142857142455,642742.5,9.022,go_long,False,go_long,9.181,go_long,8.80969086510012,go_long,8.914661656297964,go_long,9.185,0,0,8.991
4016,ATOM/USDT:USDT,2022-12-16 13:45:00+00:00,first_buy,long-exit-profit,9.054,9.055,9.084499904079884,9.16846521426881,9.001,1,9.025,133999.21,1,False,9.052999999999914,9.053142857142609,9.180360000000517,23.28706412,0.3795906951131573,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-01-13 21:45:00+00:00,12.099520000000506,12.248199999999883,go_long,0,12.213999999999738,577990.77,12.257,go_long,False,go_long,12.465,go_long,12.12673314131288,go_long,12.187519002890507,go_long,12.48,0,0,12.217
4013,ATOM/USDT:USDT,2022-10-13 10:30:00+00:00,first_buy,long-exit-profit,10.973,10.989,11.039914317036828,11.180667391893495,10.688,1,10.724,1195458.46,0,False,10.961799999999943,11.001714285714117,11.206160000000507,22.88644311,0.3727969864338392,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 05:00:00+00:00,13.84488000000051,14.558399999999917,go_long,0,14.387999999999836,405102.93,14.667,go_long,False,go_long,14.721,go_long,13.989983384414979,go_long,14.239237662030902,go_long,14.734,0,1,14.606
4010,ATOM/USDT:USDT,2022-08-19 06:45:00+00:00,first_buy,long-exit-profit,10.791,10.794,10.81353789610829,10.95559456387602,10.139,1,10.41,1323742.85,0,False,10.773999999999921,10.813428571428359,10.851160000000483,22.72901815,0.3701451207513298,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-09-09 07:45:00+00:00,14.010680000000498,14.150199999999993,go_long,0,14.136571428571242,658569.96,14.148,go_long,False,go_long,14.259,go_long,14.036258400486721,go_long,14.116916158889962,go_long,14.4,0,0,14.147
4008,ATOM/USDT:USDT,2022-07-13 12:45:00+00:00,first_buy,long-exit-profit,8.033,8.037,7.880302053325261,7.8861069212012875,7.415,1,7.553,2093027.93,1,False,7.8753999999999635,7.89142857142832,7.90184000000045,23.29884536,0.37951138376180726,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-19 16:15:00+00:00,10.136960000000462,10.226399999999973,go_long,0,10.22314285714262,1117552.89,10.3,go_long,False,go_long,10.436,go_long,10.086011716291114,go_long,10.209095449195178,go_long,10.666,0,0,10.295
3995,ATOM/USDT:USDT,2021-12-28 03:15:00+00:00,first_buy,long-exit-profit,28.182,28.182,28.616329085299633,29.30669205306467,27.662,0,27.818,327218.81,1,False,28.209199999999896,28.302999999999724,29.474760000000284,22.74627196,0.3713689872229208,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-01-03 14:00:00+00:00,37.38224000000029,37.983199999999925,go_long,0,37.88542857142827,667402.02,38.062,go_long,False,go_long,38.257,go_long,37.22158570478291,go_long,37.76755354108061,go_long,38.477,0,0,38.045
3988,ATOM/USDT:USDT,2021-09-21 20:45:00+00:00,first_buy,long-exit-profit,31.151,31.303,32.192078360827814,33.18975510550865,30.205,1,30.296,943018.41,0,False,31.521999999999885,31.774571428571175,33.464440000000174,22.74142816,0.3714295200333104,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-09-23 08:00:00+00:00,40.14588000000016,40.742999999999874,go_long,0,40.566571428571194,576131.55,41.127,go_long,False,go_long,41.626,go_long,40.07407005815403,go_long,40.473581644376765,go_long,41.842,0,0,41.101
3986,ATOM/USDT:USDT,2021-09-09 14:45:00+00:00,first_buy,long-exit-profit,25.793,25.935,24.94884446532586,24.339278547372555,25.41,0,25.695,313214.0,0,False,25.295799999999833,25.25257142857122,24.12232000000014,24.81500416,0.40540444011421783,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-09-13 00:15:00+00:00,33.30396000000013,34.814399999999864,go_long,0,34.577142857142626,1249034.61,34.895,go_long,False,go_long,36.221,go_long,33.50007110084117,go_long,34.23989941489891,go_long,36.963,0,0,34.85
3983,ATOM/USDT:USDT,2021-08-19 00:30:00+00:00,first_buy,long-exit-profit,18.63,18.873,17.74256033642857,17.281391650428418,18.18,0,18.651,539862.29,0,False,18.256799999999863,17.953999999999773,17.296400000000155,23.19638285,0.3777906439641043,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-08-31 09:00:00+00:00,23.83412000000015,25.329199999999854,go_long,1,24.803142857142685,874998.93,25.529,go_long,False,go_long,25.968,go_long,23.920372414015862,go_long,24.55243607129627,go_long,26.28,0,0,25.438
