,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),close (exit),volume (exit),high (exit),sma-25 (exit),open (exit),low (exit),short_kdj (exit),sma-compare (exit),ema-26 (exit),sma-07 (exit),sma-05 (exit),mean-grad-hist (exit),ema-12 (exit),long_jcrosk (exit)
1403,STMX/USDT:USDT,2024-09-02 02:30:00+00:00,first_buy,long-exit-profit,0.0058200000000000005,0.005880000000000001,0.005835619247700175,0.005905956202284274,0.0058000000000000005,0,0.005880000000000001,161541924.0,0,False,0.005792000000001121,0.005771428571428027,0.005930400000000002,6.23655923,0.1015582069956528,0,0.0064800000000000005,749247845.0,0.006540000000000001,0.0061995999999999996,0.00623,0.006200000000000001,False,0,0.006270552478333547,0.006281428571428027,0.006292000000001123,0,0.0062086663721459415,0
2179,1000SHIB/USDT:USDT,2023-01-13 10:45:00+00:00,first_buy,long-exit-profit,0.009814,0.009814,0.0096249995099488,0.009558243222337715,0.009661999999999999,0,0.009715999999999999,783109268.0,0,False,0.009696000000000097,0.009670857142857292,0.009542480000000039,6.60353858,0.10754114346445788,0,0.010785999999999999,1209011858.0,0.0108,0.009966120000000037,0.010265999999999999,0.010249,False,0,0.010227925904499944,0.010300857142857287,0.010333000000000089,0,0.010037549733809648,0
3366,IOTX/USDT:USDT,2022-01-08 20:15:00+00:00,first_buy,long-exit-profit,0.09670000000000001,0.09744000000000001,0.09764959005935445,0.09956784224392452,0.09626000000000001,0,0.09644000000000001,3113955.0,0,False,0.09663599999999914,0.09655714285714175,0.10019799999999984,5.86953591,0.09559944459490954,0,0.10591,4151468.0,0.10598,0.10431319999999981,0.10491,0.1048,False,0,0.10479285784480451,0.10479571428571315,0.10501199999999904,0,0.10450110793964686,0
2822,LEVER/USDT:USDT,2024-02-16 16:30:00+00:00,first_buy,long-exit-profit,0.001684,0.001684,0.0016920830538018053,0.0017188858218438882,0.0016687,0,0.0016737,193781287.0,0,False,0.0016730600000000064,0.0016687285714285943,0.0017311280000000123,6.45631587,0.10513415811293148,0,0.0018594,252232420.0,0.00186,0.0018096520000000127,0.0018388999999999999,0.0018342999999999999,False,0,0.0018305068174242487,0.001834471428571451,0.0018369000000000018,0,0.0018153786078835188,0
1202,STMX/USDT:USDT,2024-03-12 18:30:00+00:00,first_buy,long-exit-profit,0.011580000000000002,0.01165,0.011485226389194145,0.01151264116351881,0.011540000000000002,0,0.011600000000000001,38270807.0,0,False,0.011428000000001035,0.01138428571428503,0.01153239999999999,7.26694522,0.11835003023217068,0,0.013000000000000001,132304766.0,0.013040000000000001,0.01225679999999999,0.01272,0.012620000000000001,False,0,0.012471001324730457,0.012474285714285025,0.012602000000001029,0,0.012258820231874365,0
2182,1000SHIB/USDT:USDT,2023-01-16 16:30:00+00:00,first_buy,long-exit-profit,0.010395,0.010421,0.010355033104576115,0.010397671140437385,0.010341,0,0.010362,249436259.0,0,False,0.010359600000000097,0.010320571428571563,0.010387360000000045,7.55246137,0.12299547680627589,0,0.011661999999999999,5416180851.0,0.0118,0.010679160000000052,0.010723,0.010721,False,0,0.010804141247688677,0.010796000000000123,0.01090320000000009,0,0.010711545484117565,1
1397,STMX/USDT:USDT,2024-08-30 10:00:00+00:00,first_buy,long-exit-profit,0.0059,0.0059,0.00577759853736361,0.005676471966227217,0.005840000000000001,1,0.00587,112870984.0,0,False,0.00586200000000112,0.005842857142856597,0.005648000000000006,6.05081738,0.09853352486655267,0,0.006450000000000001,571236304.0,0.00649,0.006254800000000008,0.00636,0.00634,False,0,0.006310011506533522,0.006312857142856599,0.006338000000001123,0,0.006270542244055939,0
1396,STMX/USDT:USDT,2024-08-27 23:45:00+00:00,first_buy,long-exit-profit,0.005350000000000001,0.005370000000000001,0.005408541616430001,0.005499165147214637,0.00532,0,0.005370000000000001,26369379.0,0,False,0.005334000000001123,0.005317142857142306,0.005544800000000009,5.91112151,0.09625943966027764,0,0.0059,146994120.0,0.0059,0.005629600000000005,0.0058000000000000005,0.005790000000000001,False,0,0.005760798271429722,0.00581571428571374,0.00585000000000112,1,0.005660989723525394,0
579,STMX/USDT:USDT,2022-02-24 08:30:00+00:00,first_buy,long-exit-profit,0.0118,0.0118,0.011610607161254135,0.01179455637355014,0.011590000000000001,0,0.011630000000000001,36998866.0,0,False,0.011576000000000444,0.011557142857142202,0.01171959999999983,6.38811015,0.10402462045092438,0,0.01288,43675523.0,0.01288,0.012320399999999834,0.01264,0.01263,False,0,0.012511107411154247,0.012564285714285061,0.012652000000000444,0,0.012333893083405822,0
580,STMX/USDT:USDT,2022-02-24 20:00:00+00:00,first_buy,long-exit-profit,0.012860000000000002,0.013040000000000001,0.012584783194053593,0.012382493595746133,0.012790000000000001,0,0.012990000000000002,41666966.0,0,False,0.012758000000000444,0.012654285714285063,0.012363999999999833,5.88774278,0.09587854204901491,0,0.014280000000000001,12865250.0,0.014360000000000001,0.013945599999999834,0.01425,0.014240000000000001,False,0,0.014076414647943248,0.014117142857142204,0.014198000000000441,0,0.01397066462852808,1
3351,IOTX/USDT:USDT,2021-12-25 17:30:00+00:00,first_buy,long-exit-profit,0.13433,0.13444,0.13394610144562658,0.13425362623372972,0.13128,1,0.13235000000000002,9540438.0,0,False,0.13384999999999905,0.13403142857142733,0.13402759999999997,5.89512118,0.09610671273077304,0,0.14547000000000002,24576446.0,0.14772000000000002,0.14153959999999993,0.14446,0.1444,False,0,0.14311609369522468,0.14396714285714163,0.14435399999999915,0,0.14213332474319423,0
3349,IOTX/USDT:USDT,2021-12-23 09:15:00+00:00,first_buy,long-exit-profit,0.11856000000000001,0.11867000000000001,0.11861550106950673,0.11914009130985298,0.11808,0,0.11838000000000001,4076129.0,0,False,0.11838799999999883,0.11826857142857028,0.11907320000000002,6.99373249,0.1139375413685746,0,0.1322,33652450.0,0.13287000000000002,0.12645720000000002,0.12646000000000002,0.1264,False,0,0.12685779858001747,0.12660142857142737,0.12715799999999888,0,0.1263970145660663,0
583,STMX/USDT:USDT,2022-02-27 21:30:00+00:00,first_buy,long-exit-profit,0.013160000000000002,0.01318,0.013369979400491682,0.013622404340602256,0.013030000000000002,0,0.013120000000000001,30121272.0,1,False,0.013180000000000466,0.013172857142856499,0.013735199999999831,5.94210474,0.09676045184394774,0,0.014410000000000001,13047865.0,0.01446,0.01389079999999983,0.01438,0.01438,False,0,0.014093887743229744,0.014201428571427924,0.014308000000000468,0,0.013910037033121013,0
2189,1000SHIB/USDT:USDT,2023-01-30 20:45:00+00:00,first_buy,long-exit-profit,0.011363,0.011408,0.011480092836208055,0.011562263090755266,0.011361999999999999,0,0.011399,148972224.0,0,False,0.011400800000000075,0.011391285714285842,0.011601720000000053,7.38618132,0.12029612709601548,0,0.012811999999999999,2184003828.0,0.012856999999999999,0.012130320000000042,0.012405999999999999,0.012326,False,0,0.012276559664481873,0.012292571428571557,0.012385000000000075,0,0.012171418337921977,0
3346,IOTX/USDT:USDT,2021-12-17 16:15:00+00:00,first_buy,long-exit-profit,0.11409000000000001,0.11579,0.11395855169528774,0.11519538928061113,0.11341000000000001,0,0.11496,10625250.0,0,False,0.11279799999999876,0.11252857142857042,0.11585200000000002,6.02298141,0.09818964838946397,0,0.12659,23538060.0,0.127,0.12150080000000006,0.12563000000000002,0.12545,False,0,0.12351290316603442,0.12469428571428468,0.1254239999999985,0,0.12218710817094902,0
2827,LEVER/USDT:USDT,2024-02-21 19:45:00+00:00,first_buy,long-exit-profit,0.0016428999999999999,0.0016484,0.0016443459744168616,0.0016510817943331832,0.0016382,0,0.0016477,48165343.0,0,False,0.0016407200000000013,0.0016378428571428795,0.0016464200000000128,6.04273145,0.09839964285830666,0,0.0018141,819166054.0,0.0018352,0.0017681800000000122,0.0018004,0.0017989,False,0,0.0017725676582761533,0.001771500000000021,0.0017833000000000016,0,0.001762683087393119,0
